displacement,force
-2.00118,-77.52967765
-1.99956,-77.52967765
-1.99956,-77.52205578
-2.00118,-77.51443391
-1.99794,-77.49919016
-2.00118,-77.50681203
-1.99794,-77.50681203
-2.00118,-77.50681203
-1.99794,-77.49919016
-1.99794,-77.50681203
-1.99956,-77.49156829
-2.00118,-77.50681203
-2.00118,-77.48394642
-1.99794,-77.49156829
-1.99956,-77.48394642
-1.99956,-77.48394642
-1.99956,-77.47632455
-1.99794,-77.48394642
-2.00118,-77.47632455
-1.99956,-77.46870268
-1.99956,-77.46870268
-2.00281,-77.4610808
-1.99956,-77.4610808
-2.00118,-77.4610808
-1.99956,-77.4610808
-1.99631,-77.45345893
-1.99631,-77.43821519
-1.99794,-77.43821519
-2.00281,-77.45345893
-2.00118,-77.43821519
-1.99631,-77.44583706
-2.00118,-77.43821519
-2.00118,-77.43821519
-1.99956,-77.43059332
-1.99956,-77.42297145
-1.99794,-77.43059332
-2.00118,-77.42297145
-1.99794,-77.42297145
-2.00281,-77.42297145
-1.99956,-77.41534958
-1.99956,-77.42297145
-1.99956,-77.4077277
-1.99631,-77.4077277
-1.99794,-77.4077277
-1.99794,-77.4077277
-2.00118,-77.39248396
-1.99956,-77.40010583
-1.99794,-77.40010583
-2.00118,-77.39248396
-2.00118,-77.38486209
-2.00118,-77.39248396
-1.99956,-77.39248396
-2.00281,-77.38486209
-2.00281,-77.38486209
-2.00118,-77.36961835
-2.00118,-77.36199647
-2.00118,-77.36961835
-1.99794,-77.36199647
-1.99956,-77.37724022
-1.99956,-77.36961835
-2.00118,-77.3543746
-1.99794,-77.36199647
-1.99956,-77.36961835
-2.00281,-77.36199647
-2.00281,-77.3543746
-2.00118,-77.34675273
-2.00118,-77.34675273
-1.99794,-77.34675273
-2.00118,-77.34675273
-1.99956,-77.3543746
-2.00281,-77.34675273
-2.00118,-77.34675273
-1.99956,-77.33150899
-2.00118,-77.33913086
-2.00281,-77.33913086
-1.99956,-77.32388712
-1.99794,-77.33150899
-2.00118,-77.33150899
-1.99794,-77.32388712
-1.99956,-77.31626524
-1.99794,-77.31626524
-2.00281,-77.32388712
-2.00118,-77.32388712
-2.00281,-77.30864337
-1.99956,-77.31626524
-1.99956,-77.31626524
-1.99956,-77.31626524
-1.99956,-77.30864337
-1.99956,-77.30864337
-1.99794,-77.31626524
-1.99794,-77.3010215
-2.00118,-77.29339963
-2.00118,-77.3010215
-2.00118,-77.3010215
-1.99794,-77.29339963
-1.99956,-77.28577776
-2.00118,-77.3010215
-2.00281,-77.28577776
-2.00281,-77.29339963
-1.99956,-77.28577776
-2.00118,-77.28577776
-1.99956,-77.27815589
-1.99794,-77.27815589
-1.99794,-77.27053402
-1.99794,-77.27815589
-1.99631,-77.28577776
-1.99794,-77.27053402
-1.99956,-77.27815589
-2.00118,-77.27053402
-2.00118,-77.27053402
-2.00118,-77.26291214
-1.99956,-77.25529027
-2.00281,-77.27053402
-1.99794,-77.26291214
-1.99956,-77.25529027
-1.99794,-77.25529027
-2.00118,-77.2476684
-2.00118,-77.25529027
-1.99794,-77.25529027
-1.99794,-77.2476684
-1.99794,-77.24004653
-2.00118,-77.24004653
-1.99794,-77.2476684
-1.99956,-77.23242466
-1.99956,-77.24004653
-2.00118,-77.24004653
-1.99956,-77.23242466
-1.99956,-77.23242466
-1.99794,-77.24004653
-1.99794,-77.23242466
-2.00118,-77.24004653
-2.00118,-77.23242466
-2.00118,-77.23242466
-1.99794,-77.20955904
-2.00118,-77.22480279
-2.00118,-77.21718091
-2.00118,-77.22480279
-1.99956,-77.21718091
-1.99794,-77.21718091
-1.99794,-77.20955904
-2.00118,-77.20955904
-2.00118,-77.20955904
-1.99956,-77.21718091
-1.99956,-77.20955904
-2.00281,-77.20193717
-1.99956,-77.20955904
-2.00281,-77.1943153
-1.99956,-77.1943153
-2.00281,-77.1943153
-2.00118,-77.20193717
-1.99956,-77.1943153
-1.99956,-77.1943153
-1.99956,-77.18669343
-2.00118,-77.18669343
-2.00118,-77.1943153
-2.00281,-77.18669343
-2.00118,-77.1943153
-2.00118,-77.18669343
-1.99956,-77.16382781
-2.00118,-77.18669343
-1.99956,-77.17907156
-2.00118,-77.17907156
-1.99956,-77.1943153
-2.00281,-77.17907156
-2.00118,-77.17144968
-1.99956,-77.17907156
-2.00118,-77.17144968
-1.99794,-77.17144968
-2.00118,-77.17144968
-2.00281,-77.17144968
-2.00118,-77.17144968
-1.99794,-77.17144968
-1.99956,-77.16382781
-1.99956,-77.15620594
-1.99956,-77.15620594
-1.99956,-77.16382781
-1.99794,-77.14858407
-1.99956,-77.16382781
-1.99956,-77.1409622
-2.00118,-77.14858407
-2.00281,-77.14858407
-2.00281,-77.14858407
-2.00118,-77.14858407
-1.99794,-77.1409622
-1.99956,-77.13334033
-2.00118,-77.1409622
-1.99956,-77.13334033
-2.00118,-77.12571846
-1.99794,-77.12571846
-2.00118,-77.1409622
-2.00118,-77.12571846
-1.99956,-77.12571846
-2.00118,-77.12571846
-2.00118,-77.12571846
-1.99956,-77.1409622
-2.00118,-77.13334033
-1.99794,-77.11809658
-1.99956,-77.11809658
-2.00281,-77.11809658
-1.99956,-77.11809658
-1.99794,-77.11809658
-1.99956,-77.11809658
-1.99956,-77.11047471
-2.00118,-77.11047471
-1.99956,-77.11047471
-2.00118,-77.10285284
-1.99956,-77.11809658
-1.99794,-77.09523097
-2.00118,-77.10285284
-2.00118,-77.10285284
-1.99956,-77.09523097
-2.00118,-77.10285284
-2.00118,-77.0876091
-1.99956,-77.10285284
-1.99956,-77.10285284
-2.00118,-77.09523097
-2.00118,-77.10285284
-2.00281,-77.10285284
-1.99956,-77.09523097
-1.99794,-77.11047471
-1.99956,-77.11047471
-2.00118,-77.09523097
-1.99794,-77.0876091
-2.00118,-77.09523097
-2.00118,-77.09523097
-1.99956,-77.0876091
-1.99956,-77.07998723
-1.99956,-77.0876091
-2.00118,-77.07998723
-1.99956,-77.07998723
-1.99956,-77.0876091
-2.00118,-77.07998723
-2.00443,-77.07998723
-1.99956,-77.0876091
-2.00118,-77.07236535
-1.99956,-77.0876091
-1.99794,-77.07236535
-2.00118,-77.06474348
-2.00281,-77.06474348
-2.00118,-77.07236535
-1.99956,-77.05712161
-1.99956,-77.06474348
-2.00118,-77.05712161
-1.99956,-77.07236535
-2.00118,-77.05712161
-1.99956,-77.05712161
-2.00281,-77.04949974
-1.99794,-77.05712161
-1.99794,-77.06474348
-1.99956,-77.05712161
-2.00281,-77.06474348
-2.00118,-77.04949974
-2.00118,-77.04187787
-1.99956,-77.034256
-1.99794,-77.04949974
-2.00118,-77.04949974
-2.00118,-77.06474348
-1.99956,-77.04187787
-1.99956,-77.04187787
-2.00281,-77.02663413
-1.99956,-77.04949974
-2.00118,-77.04187787
-2.00118,-77.04187787
-1.99956,-77.04187787
-1.99794,-77.034256
-2.00281,-77.04187787
-2.00281,-77.02663413
-2.00118,-77.034256
-2.00118,-77.02663413
-1.99794,-77.034256
-1.99956,-77.02663413
-1.99956,-77.01901225
-2.00118,-77.02663413
-2.00118,-77.01901225
-1.99956,-77.02663413
-2.00118,-77.02663413
-1.99956,-77.02663413
-2.00118,-77.02663413
-1.99956,-77.01901225
-1.99794,-77.01139038
-1.99956,-77.01139038
-2.00118,-77.00376851
-2.00118,-77.02663413
-1.99956,-77.02663413
-1.99956,-77.01901225
-2.00281,-77.01139038
-1.99956,-77.01139038
-2.00443,-77.01901225
-1.99631,-77.01139038
-1.99956,-77.01901225
-2.00118,-77.01139038
-1.99956,-76.99614664
-2.00118,-77.01139038
-2.00118,-77.00376851
-2.00118,-77.01139038
-1.99956,-76.99614664
-1.99956,-76.99614664
-2.00118,-77.00376851
-2.00443,-77.00376851
-1.99956,-77.00376851
-1.99956,-76.98852477
-1.99794,-76.98852477
-2.00118,-76.98852477
-1.99794,-76.98852477
-1.99794,-76.98852477
-1.99956,-76.99614664
-2.00118,-76.98852477
-2.00118,-76.9809029
-2.00118,-76.98852477
-2.00118,-76.98852477
-2.00281,-76.98852477
-2.00118,-76.98852477
-1.99956,-76.98852477
-1.99956,-76.99614664
-2.00118,-76.9809029
-1.99956,-76.97328102
-1.99956,-76.98852477
-2.00118,-76.9809029
-2.00118,-76.98852477
-2.00118,-76.96565915
-1.99956,-76.97328102
-2.00118,-76.9809029
-2.00118,-76.97328102
-2.00118,-76.97328102
-1.99956,-76.97328102
-1.99794,-76.96565915
-1.99956,-76.97328102
-2.00118,-76.97328102
-2.00118,-76.96565915
-1.99956,-76.95803728
-1.99956,-76.96565915
-2.00118,-76.97328102
-1.99631,-76.96565915
-1.99956,-76.95041541
-1.99956,-76.95041541
-1.99794,-76.95803728
-1.99794,-76.96565915
-1.99956,-76.95041541
-1.99956,-76.95803728
-2.00118,-76.95803728
-2.00118,-76.95803728
-2.00118,-76.95803728
-1.99631,-76.95041541
-2.00118,-76.95803728
-1.99956,-76.95041541
-1.99956,-76.94279354
-1.99956,-76.95803728
-2.00118,-76.95041541
-2.00118,-76.93517167
-2.00118,-76.95803728
-2.00118,-76.94279354
-2.00281,-76.95041541
-1.99794,-76.95041541
-1.99956,-76.94279354
-1.99794,-76.93517167
-1.99956,-76.95041541
-1.99956,-76.93517167
-2.00118,-76.92754979
-2.00118,-76.92754979
-2.00118,-76.93517167
-1.99956,-76.95041541
-1.99956,-76.92754979
-1.99956,-76.92754979
-2.00118,-76.92754979
-1.99956,-76.94279354
-1.99956,-76.92754979
-2.00118,-76.93517167
-2.00118,-76.92754979
-2.00118,-76.91992792
-2.00118,-76.92754979
-2.00281,-76.92754979
-2.00118,-76.91992792
-1.99956,-76.92754979
-2.00118,-76.92754979
-1.99794,-76.92754979
-2.00281,-76.91230605
-2.00118,-76.91992792
-2.00118,-76.91992792
-2.00118,-76.91992792
-2.00118,-76.91992792
-2.00118,-76.91992792
-1.99956,-76.91992792
-2.00118,-76.91992792
-2.00118,-76.91230605
-1.99956,-76.91992792
-1.99956,-76.91992792
-2.00118,-76.91992792
-1.99956,-76.90468418
-2.00118,-76.91230605
-1.99956,-76.91230605
-2.00118,-76.90468418
-1.99956,-76.90468418
-1.99956,-76.90468418
-1.99794,-76.90468418
-1.99956,-76.89706231
-1.99956,-76.89706231
-1.99956,-76.89706231
-1.99794,-76.90468418
-2.00118,-76.90468418
-1.99956,-76.88944044
-2.00118,-76.89706231
-2.00118,-76.88944044
-1.99956,-76.88944044
-1.99956,-76.90468418
-1.99956,-76.88181857
-2.00281,-76.88944044
-2.00118,-76.88944044
-1.99956,-76.88944044
-1.99956,-76.88944044
-1.99956,-76.88181857
-1.99956,-76.88181857
-1.99794,-76.87419669
-1.99956,-76.88944044
-1.99956,-76.88944044
-1.99956,-76.88944044
-1.99794,-76.88944044
-1.99794,-76.88944044
-1.99794,-76.88181857
-2.00118,-76.88944044
-1.99956,-76.87419669
-2.00118,-76.88181857
-2.00768,-76.87419669
-2.00118,-76.87419669
-1.99956,-76.86657482
-1.99956,-76.86657482
-1.99956,-76.87419669
-1.99956,-76.85895295
-2.00118,-76.86657482
-2.00118,-76.86657482
-2.00118,-76.88181857
-2.00118,-76.87419669
-2.00118,-76.86657482
-1.99956,-76.85895295
-2.00118,-76.86657482
-2.00118,-76.85895295
-2.00118,-76.87419669
-1.99956,-76.85895295
-1.99956,-76.85133108
-2.00118,-76.85133108
-2.00118,-76.86657482
-1.99956,-76.85895295
-1.99956,-76.85895295
-1.99956,-76.85895295
-1.99956,-76.85895295
-1.99956,-76.85133108
-1.99956,-76.85895295
-1.99794,-76.85133108
-1.99956,-76.84370921
-1.99956,-76.85133108
-2.00118,-76.85133108
-1.99956,-76.85895295
-2.00118,-76.85895295
-1.99956,-76.84370921
-2.00281,-76.85133108
-2.00281,-76.84370921
-1.99794,-76.84370921
-1.99956,-76.84370921
-2.00118,-76.84370921
-2.00281,-76.84370921
-1.99794,-76.85133108
-1.99794,-76.85133108
-2.00118,-76.84370921
-1.99956,-76.85133108
-2.00118,-76.84370921
-2.00118,-76.84370921
-2.00118,-76.84370921
-2.00118,-76.84370921
-1.99956,-76.84370921
-1.99794,-76.83608734
-1.99956,-76.84370921
-2.00118,-76.82846546
-2.00118,-76.83608734
-1.99794,-76.83608734
-2.00281,-76.83608734
-1.99956,-76.83608734
-2.00118,-76.83608734
-2.00118,-76.82846546
-2.00118,-76.82846546
-1.99956,-76.83608734
-2.00118,-76.82846546
-2.00281,-76.82084359
-1.99956,-76.82846546
-2.00118,-76.81322172
-1.99956,-76.82084359
-1.99956,-76.82846546
-1.99956,-76.82846546
-1.99956,-76.82084359
-1.99956,-76.82084359
-2.00118,-76.82084359
-2.00118,-76.81322172
-2.00281,-76.82084359
-2.00443,-76.82846546
-1.99956,-76.82084359
-1.99956,-76.82084359
-2.00118,-76.82846546
-1.99956,-76.82084359
-2.00118,-76.81322172
-1.99956,-76.81322172
-1.99956,-76.81322172
-2.00118,-76.81322172
-1.99956,-76.81322172
-2.00118,-76.80559985
-1.99956,-76.81322172
-1.99956,-76.79797798
-1.99794,-76.79797798
-2.00118,-76.81322172
-2.00118,-76.79035611
-2.00281,-76.79797798
-2.00118,-76.81322172
-1.99956,-76.79797798
-1.99794,-76.79797798
-2.00118,-76.79797798
-1.99956,-76.79797798
-1.99631,-76.80559985
-2.00118,-76.80559985
-2.00281,-76.79797798
-1.99956,-76.79035611
-2.00118,-76.79797798
-1.99956,-76.79797798
-1.99631,-76.80559985
-2.00281,-76.79035611
-1.99794,-76.80559985
-1.99956,-76.79035611
-2.00118,-76.79797798
-2.00118,-76.79797798
-1.99956,-76.80559985
-2.00118,-76.78273423
-2.00118,-76.79797798
-1.99956,-76.79035611
-2.00118,-76.79035611
-2.00118,-76.78273423
-2.00281,-76.79035611
-2.00118,-76.79035611
-1.99956,-76.79797798
-1.99956,-76.79797798
-1.99956,-76.79035611
-1.99956,-76.78273423
-1.99956,-76.78273423
-1.99956,-76.78273423
-2.00118,-76.78273423
-1.99956,-76.78273423
-2.00118,-76.77511236
-1.99956,-76.79035611
-1.99956,-76.78273423
-1.99956,-76.77511236
-1.99956,-76.76749049
-2.00118,-76.76749049
-2.00118,-76.76749049
-2.00118,-76.78273423
-1.99956,-76.77511236
-1.99794,-76.76749049
-1.99956,-76.77511236
-2.00118,-76.76749049
-1.99794,-76.12725328
-1.97357,-74.51903838
-1.94108,-72.40777995
-1.90048,-70.00689041
-1.85987,-67.31636974
-1.81439,-64.4581679
-1.76728,-61.50088173
-1.72017,-58.77987358
-1.67469,-56.03599981
-1.62109,-53.28450417
-1.57073,-50.57873976
-1.52363,-47.85773161
-1.47165,-45.16721095
-1.41642,-42.46906841
-1.36444,-39.80141336
-1.31734,-37.19473328
-1.26698,-34.54994384
-1.215,-31.93564189
-1.16465,-29.32896182
-1.11267,-26.76801297
-1.06069,-24.21468599
-1.00709,-21.67660276
-0.95349,-19.16138514
-0.90151,-16.57757067
-0.84953,-14.03948744
-0.79917,-11.52426982
-0.74557,-9.01667407
-0.69684,-6.55480955
-0.64486,-4.14629814
-0.59776,-1.82924918
-0.54415,0.31249673
-0.49542,2.4389989
-0.4402,4.56550107
-0.38822,6.56243143
-0.33624,8.41454622
-0.29076,10.12184545
-0.23553,11.72243848
-0.18517,13.2468128
-0.1332,14.74069962
-0.08122,16.18123335
-0.04061,17.27116099
-0.01299,17.95712943
0.00812,18.36108862
0.01624,18.56687915
0.02599,18.66596348
0.02924,18.74980407
0.02761,18.65071974
0.03086,18.5821229
0.03411,18.53639167
0.03086,18.48303857
0.02924,18.42968547
0.03249,18.38395424
0.03249,18.34584488
0.03249,18.30011365
0.03249,18.26962616
0.03249,18.18578558
0.03249,18.1248106
0.03249,18.05621376
0.03249,18.02572627
0.03249,18.00286066
0.03086,17.99523879
0.03249,18.00286066
0.03249,17.97999504
0.03249,17.94950756
0.03249,17.95712943
0.02924,17.92664194
0.03086,17.91902007
0.02924,17.91902007
0.03411,17.91902007
0.03249,17.88853258
0.03086,17.89615446
0.03086,17.88853258
0.03249,17.8580451
0.03249,17.86566697
0.03249,17.86566697
0.03249,17.85042323
0.03086,17.83517948
0.03249,17.81993574
0.03086,17.82755761
0.03086,17.81231387
0.03249,17.81231387
0.03086,17.79707012
0.03086,17.804692
0.03411,17.804692
0.03086,17.78182638
0.03086,17.77420451
0.03249,17.76658264
0.03086,17.77420451
0.03249,17.75896077
0.03086,17.7513389
0.03086,17.74371702
0.03086,17.73609515
0.03086,17.72847328
0.03086,17.71322954
0.03249,17.71322954
0.03086,17.72085141
0.03086,17.71322954
0.03086,17.71322954
0.03411,17.71322954
0.03086,17.69798579
0.03411,17.69798579
0.03249,17.69798579
0.03086,17.68274205
0.03086,17.69798579
0.03249,17.66749831
0.03086,17.66749831
0.03086,17.66749831
0.02924,17.65987644
0.03411,17.66749831
0.03249,17.65987644
0.02924,17.65987644
0.03086,17.65225456
0.03086,17.65225456
0.03574,18.21627306
0.06335,19.67205053
0.10396,21.20404672
0.15594,22.75890852
0.21766,24.4814515
0.27776,26.42502875
0.34274,28.55915279
0.40771,30.860958
0.47268,33.29233503
0.54253,35.69322458
0.61075,38.2084422
0.67897,40.7007942
0.74557,43.11692749
0.81867,45.5025733
0.88202,47.85010974
0.95349,50.15191496
1.02171,52.45372017
1.09318,54.69455041
1.16465,56.88202756
1.2345,59.02377347
1.30597,61.09692254
1.37257,63.08623102
1.44566,65.03743014
1.51388,66.94289803
1.58373,68.81025657
1.65195,70.60139639
1.72505,72.32393936
1.79327,73.99312924
1.86474,75.60896601
1.93459,77.1409622
2.00606,78.54338657
2.0759,79.67904543
2.14737,80.47934195
2.21722,81.07384793
2.28707,81.54640397
2.35529,81.97322878
2.42676,82.39243171
2.49336,82.68206283
2.55996,82.91071898
2.63143,83.16224074
2.69478,83.26132507
2.73701,83.19272823
2.76462,83.08602203
2.78574,82.94120647
2.79549,82.78114716
2.80361,82.3695661
2.80523,82.21712867
2.80523,81.98847252
2.80686,81.82841322
2.80523,81.69121953
2.80361,81.56926958
2.80686,81.46256338
2.80361,81.36347905
2.80848,81.27963846
2.80686,81.188176
2.80523,81.12720103
2.80686,81.04336044
2.8101,80.99000734
2.80686,80.89854488
2.80523,80.82994804
2.80848,80.7613512
2.80686,80.67751061
2.80686,80.61653564
2.8101,80.51745131
2.80686,80.47172008
2.8101,80.40312323
2.80361,80.36501387
2.8101,80.33452639
2.80848,80.31166077
2.80848,80.29641703
2.80523,80.26592954
2.80686,80.24306393
2.80848,80.22019831
2.80848,80.47172008
2.8166,81.27201659
2.8296,81.72170701
2.84746,82.39243171
2.86208,82.73541593
2.87833,82.95645021
2.89132,82.91834085
2.90919,83.02504705
2.92706,83.2537032
2.9433,83.32230004
2.95954,83.24608133
2.96929,83.11650951
2.97416,83.01742518
2.98066,82.88023149
2.97904,82.70492845
2.98228,82.5296254
2.98066,82.41529733
2.98391,82.316213
2.98228,82.22475054
2.98553,82.14853182
2.98391,82.09517872
2.98553,82.04182562
2.98716,81.98847252
2.98553,81.93511942
2.98391,81.88938819
2.98716,81.83603509
2.98716,81.8055476
2.98553,81.75981637
2.98716,81.72932889
2.98716,81.70646327
2.98553,81.66835391
2.98553,81.6454883
2.98553,81.60737894
2.98553,81.55402584
2.98716,81.54640397
2.98878,81.50829461
2.98716,81.485429
2.98716,81.45494151
2.98878,81.43207589
2.98716,81.39396654
2.98716,81.37110092
2.98716,81.32536969
2.98716,81.31012595
2.98716,81.29488221
2.98716,81.26439472
2.98716,81.23390723
2.98716,81.20341975
2.98716,81.18055413
2.98878,81.15768852
2.98716,81.1348229
2.98716,81.11957916
2.98553,81.09671355
2.98716,81.0814698
2.99041,81.05098232
2.98391,81.04336044
2.98878,81.02049483
2.98716,80.99762921
2.98878,80.9747636
2.98716,80.94427611
2.98716,80.94427611
2.99041,80.91378863
2.98553,80.89092301
2.98716,80.87567927
2.98716,80.83756991
2.98878,80.83756991
2.98716,80.8147043
2.98716,80.79183868
2.98716,80.77659494
2.98878,80.75372932
2.98716,80.73086371
2.98878,80.72324184
2.98878,80.7079981
2.98716,80.69275435
2.98716,80.68513248
2.98716,80.66226687
2.98716,80.63177938
2.98553,80.61653564
2.98716,80.61653564
2.98553,80.58604815
2.98716,80.57842628
2.98878,80.57080441
2.98716,80.55556066
2.98878,80.54793879
2.98716,80.52507318
2.99041,80.52507318
2.98878,80.50220756
2.98878,80.47934195
2.98553,80.48696382
2.98553,80.47172008
2.98716,80.45647633
2.98878,80.4640982
2.98878,80.44123259
2.98553,80.41836698
2.98716,80.41836698
2.98391,80.4107451
2.98878,80.39550136
2.98878,80.37263575
2.98553,80.37263575
2.98716,80.34214826
2.98878,80.34214826
2.98878,80.32690452
2.99041,80.3040389
2.98716,80.3040389
2.98716,80.28117329
2.98716,80.25830767
2.98878,80.23544206
2.98553,80.22782019
2.98553,80.20495457
2.98716,80.20495457
2.98878,80.1973327
2.98878,80.17446709
2.98878,80.15922334
2.98716,80.1439796
2.98716,80.12873586
2.98716,80.12111398
2.98553,80.0906265
2.98878,80.10587024
2.98553,80.06776088
2.98716,80.07538275
2.98553,80.05251714
2.98878,80.0372734
2.98716,80.02965153
2.98716,80.02965153
2.99041,80.02202965
2.98716,79.99916404
2.98716,79.99916404
2.98391,79.96867655
2.98716,79.95343281
2.98878,79.95343281
2.99041,79.92294532
2.98878,79.90770158
2.98716,79.88483597
2.98878,79.87721409
2.98878,79.84672661
2.98391,79.84672661
2.98716,79.83148286
2.98716,79.82386099
2.98716,79.80099538
2.98553,79.80099538
2.98716,79.78575163
2.98553,79.76288602
2.98878,79.75526415
2.98716,79.74002041
2.98553,79.73239853
2.98553,79.70953292
2.98878,79.70953292
2.98553,79.6866673
2.98716,79.6866673
2.98716,79.67142356
2.98716,79.66380169
2.98716,79.64855795
2.98553,79.64855795
2.98553,79.64093607
2.98716,79.64093607
2.98716,79.64855795
2.98716,79.64093607
2.98716,79.64093607
2.98716,79.6333142
2.98553,79.6333142
2.98553,79.6333142
2.98716,79.61807046
2.98553,79.61807046
2.98878,79.62569233
2.98878,79.60282672
2.98553,79.60282672
2.98878,79.59520485
2.98553,79.59520485
2.98553,79.59520485
2.98716,79.59520485
2.98716,79.58758297
2.98878,79.56471736
2.98878,79.57233923
2.98391,79.38941431
2.95954,77.3543746
2.91731,74.00075111
2.86533,70.20505907
2.80686,66.8971668
2.73863,63.24629032
2.67366,59.53443886
2.60706,55.79972179
2.53722,52.14122344
2.46574,48.33790952
2.39427,44.61081432
2.32443,40.91420661
2.24971,37.270952
2.17336,33.68867236
2.09702,30.20547705
2.0223,26.77563484
1.94921,23.45249883
1.87449,20.1903378
1.80301,16.92055489
1.72992,13.73461258
1.65195,10.60202336
1.58048,7.59138409
1.50576,4.6645854
1.43267,1.89022415
1.36282,-0.51828727
1.29135,-3.04874863
1.21988,-5.41915069
1.14029,-7.60662783
1.06557,-9.6264238
0.99572,-11.53951356
0.92262,-13.33065338
0.84953,-15.015087
0.77318,-16.57757067
0.70009,-18.05621376
0.62537,-19.44339438
0.55227,-20.77722191
0.47918,-22.07294008
0.40446,-23.33054889
0.33136,-24.55004834
0.25665,-25.73143843
0.18842,-26.82898794
0.13482,-27.47684702
0.1137,-27.82745312
0.09421,-28.01037803
0.08447,-28.10946236
0.07959,-28.13994985
0.07147,-28.05610926
0.06985,-28.05610926
0.07147,-27.92653745
0.07147,-27.81220937
0.06822,-27.72836879
0.07147,-27.67501568
0.06822,-27.60641884
0.06985,-27.56068761
0.07147,-27.51495638
0.06985,-27.4844689
0.06822,-27.44635954
0.06822,-27.41587205
0.0666,-27.40062831
0.06822,-27.36251895
0.06985,-27.34727521
0.06985,-27.32440959
0.06985,-27.28630023
0.06822,-27.27867836
0.06822,-27.25581275
0.07147,-27.22532526
0.06985,-27.21770339
0.07147,-27.19483778
0.07147,-27.19483778
0.07147,-27.17959403
0.07147,-27.16435029
0.07147,-27.14910655
0.06985,-27.14148467
0.06822,-27.11861906
0.07147,-27.10337532
0.07147,-27.09575344
0.07147,-27.09575344
0.06985,-27.07288783
0.0666,-27.07288783
0.06822,-27.05764409
0.07147,-27.04240034
0.06822,-27.04240034
0.06985,-27.01953473
0.07147,-27.01191286
0.0731,-27.01191286
0.06822,-26.99666911
0.06985,-26.98904724
0.06985,-26.98904724
0.06822,-26.9738035
0.07147,-26.9738035
0.06822,-26.95855976
0.06985,-26.95093789
0.07147,-26.95093789
0.06822,-26.92807227
0.07147,-26.93569414
0.06985,-26.9204504
0.07147,-26.9204504
0.07147,-26.91282853
0.06822,-26.88996291
0.06822,-26.89758478
0.06985,-26.88996291
0.06985,-26.88996291
0.06985,-26.88234104
0.06985,-26.8670973
0.06985,-26.87471917
0.06985,-26.8670973
0.06985,-26.87471917
0.06822,-26.85947543
0.06985,-26.84423168
0.06822,-26.84423168
0.0731,-26.84423168
0.06985,-26.82898794
0.07147,-26.82136607
0.06985,-26.82136607
0.06985,-26.8137442
0.07147,-26.79087858
0.07147,-26.79850045
0.06985,-26.79850045
0.07147,-26.79850045
0.06985,-26.79850045
0.06822,-26.79850045
0.06822,-26.79087858
0.07147,-26.77563484
0.06985,-26.77563484
0.0666,-26.75276922
0.07147,-26.76801297
0.06985,-26.76801297
0.06985,-26.7603911
0.06985,-26.7603911
0.06985,-26.75276922
0.06822,-26.74514735
0.06822,-26.74514735
0.06985,-26.73752548
0.06985,-26.73752548
0.06822,-26.73752548
0.07147,-26.72990361
0.06985,-26.72990361
0.0666,-26.72990361
0.06822,-26.72228174
0.07147,-26.70703799
0.06985,-26.72228174
0.0666,-26.70703799
0.07147,-26.70703799
0.06985,-26.70703799
0.07147,-26.69941612
0.07147,-26.69941612
0.06985,-26.69179425
0.06822,-26.69179425
0.06822,-26.68417238
0.06985,-26.69179425
0.0666,-26.67655051
0.06985,-26.68417238
0.0731,-26.68417238
0.06985,-26.68417238
0.06822,-26.68417238
0.06985,-26.66130677
0.07147,-26.67655051
0.06985,-26.66892864
0.06985,-26.64606302
0.0666,-26.82898794
0.03736,-28.33049664
-0.00325,-29.74054288
-0.0601,-30.83809239
-0.12183,-31.92039815
-0.1868,-33.07130076
-0.25177,-34.29080021
-0.31675,-35.63224961
-0.38659,-37.09564895
-0.45319,-38.69624198
-0.52629,-40.42640683
-0.59938,-42.24803413
-0.66598,-44.1611239
-0.73907,-46.12756676
-0.8073,-48.12449712
-0.87389,-50.14429308
-0.94212,-52.15646718
-1.01359,-54.19912876
-1.08831,-56.18843724
-1.15815,-58.15488011
-1.22313,-60.08321362
-1.28972,-61.93532841
-1.35957,-63.75695572
-1.43267,-65.52522992
-1.50251,-67.25539477
-1.57398,-68.92458464
-1.64221,-70.54804329
-1.7153,-72.13339257
-1.7819,-73.67301063
-1.85174,-75.10592249
-1.92484,-76.4702375
-1.99306,-77.64400572
-2.06453,-78.59673967
-2.13763,-79.4732549
-2.21072,-80.33452639
-2.28057,-81.05098232
-2.35204,-81.7521945
-2.42351,-82.46102856
-2.49498,-83.0936439
-2.5632,-83.65004052
-2.62818,-84.00826849
-2.68016,-84.16832779
-2.71752,-84.18357153
-2.74026,-84.11497469
-2.75813,-84.00826849
-2.76625,-83.8710748
-2.77112,-83.70339362
-2.77762,-83.55095619
-2.78087,-83.37565315
-2.77762,-83.23083759
-2.78087,-83.10888764
-2.78087,-83.03266893
-2.78411,-82.96407208
-2.78411,-82.88785337
-2.78087,-82.83450026
-2.78411,-82.75065968
-2.77924,-82.66681909
-2.78411,-82.59822225
-2.78087,-82.55249102
-2.78087,-82.48389417
-2.78249,-82.44578481
-2.78087,-82.38480984
-2.78249,-82.34670048
-2.78087,-82.30859113
-2.78249,-82.2628599
-2.78249,-82.23237241
-2.78411,-82.19426305
-2.78411,-82.16377557
-2.78411,-82.12566621
-2.78087,-82.09517872
-2.78087,-82.07231311
