displacement,force
0.45806,43.20076808
0.45806,43.21601182
0.46131,43.21601182
0.45806,43.21601182
0.45969,43.20076808
0.46131,43.20076808
0.45806,43.20076808
0.45806,43.19314621
0.45969,43.18552434
0.46131,43.20076808
0.45969,43.20076808
0.45806,43.19314621
0.46131,43.19314621
0.45806,43.19314621
0.45969,43.19314621
0.46131,43.20076808
0.45806,43.20076808
0.46131,43.19314621
0.45806,43.19314621
0.45806,43.18552434
0.46131,43.17028059
0.45806,43.19314621
0.46131,43.18552434
0.46131,43.20076808
0.45969,43.18552434
0.45969,43.17790247
0.45969,43.17790247
0.45969,43.21601182
0.45969,43.39893674
0.45969,43.07119626
0.45644,42.0955967
0.44182,40.72365982
0.43045,39.20690738
0.41745,37.57582686
0.40284,35.90663698
0.38334,34.22220337
0.35898,32.4691729
0.33949,30.39602384
0.31675,28.35336225
0.29563,26.48600372
0.27776,24.84730133
0.25665,23.25433017
0.23715,21.6384934
0.22091,19.96930352
0.20304,18.27724803
0.18193,16.53183944
0.16406,14.83978395
0.14619,13.19345969
0.12995,11.50902608
0.11533,9.64928941
0.09908,7.75906526
0.07959,5.86121924
0.06985,4.26824808
0.05198,2.60668008
0.03898,1.06706202
0.02761,-0.1600593
0.01299,-1.98168661
0,-3.89477637
-0.01787,-5.81548801
-0.03411,-7.71333403
-0.05035,-9.41301139
-0.06335,-11.06695753
-0.07797,-12.81236612
-0.10071,-14.58826219
-0.11533,-16.31842704
-0.13157,-18.1248106
-0.14781,-19.85497545
-0.16568,-21.56989655
-0.17868,-23.18573333
-0.1933,-24.64913267
-0.20792,-26.01344768
-0.21929,-27.38538456
-0.23553,-28.82591829
-0.25015,-30.2435864
-0.26314,-31.45546399
-0.27776,-32.4158198
-0.28751,-33.32282252
-0.30375,-34.20695962
-0.31512,-35.08347485
-0.32324,-35.64749335
-0.33461,-36.21913372
-0.34111,-36.66882414
-0.34598,-37.06516146
-0.35248,-37.45387691
-0.35735,-37.74350803
-0.36385,-37.92643295
-0.36385,-37.94929857
-0.36223,-37.95692044
-0.36548,-38.22368594
-0.36872,-38.3151484
-0.3736,-38.54380455
-0.3801,-38.90965438
-0.38334,-39.24501673
-0.38822,-39.61848844
-0.39309,-39.86238833
-0.39634,-40.17488507
-0.40121,-40.41878496
-0.40933,-40.60933175
-0.40933,-40.78463479
-0.41421,-41.0514003
-0.41908,-41.25719083
-0.42233,-41.50871259
-0.42395,-41.63828441
-0.43045,-41.92791553
-0.43207,-42.12608419
-0.43532,-42.20992478
-0.4402,-42.56815274
-0.44182,-42.7129683
-0.44507,-42.80443076
-0.44832,-43.00259942
-0.44994,-43.25412118
-0.45644,-43.383693
-0.45481,-43.41418048
-0.45806,-43.46753359
-0.46131,-43.52088669
-0.46131,-43.74192096
-0.46618,-43.85624904
-0.46943,-43.97057711
-0.46781,-44.00868647
-0.46943,-43.97057711
-0.46943,-43.92484588
-0.46618,-43.88673652
-0.46943,-43.85624904
-0.47106,-43.81813968
-0.46943,-43.79527406
-0.47106,-43.77240845
-0.46943,-43.74954283
-0.46781,-43.79527406
-0.47106,-44.10014893
-0.47431,-44.29831759
-0.47756,-44.31356133
-0.47756,-44.35929256
-0.47918,-44.3745363
-0.47593,-44.41264566
-0.47918,-44.45075502
-0.4808,-44.47362063
-0.4808,-44.51172999
-0.4808,-44.52697373
-0.4808,-44.55746122
-0.48243,-44.51935186
-0.48243,-44.49648625
-0.4808,-44.46599876
-0.4808,-44.45075502
-0.47918,-44.42026753
-0.4808,-44.42026753
-0.4808,-44.39740192
-0.48405,-44.3745363
-0.48243,-44.36691443
-0.47918,-44.35167069
-0.48243,-44.3211832
-0.4808,-44.3211832
-0.4808,-44.30593946
-0.4808,-44.29831759
-0.4808,-44.28307384
-0.48405,-44.27545197
-0.4808,-44.2678301
-0.48243,-44.26020823
-0.4808,-44.25258636
-0.4808,-44.24496449
-0.48243,-44.23734261
-0.4808,-44.22972074
-0.48405,-44.20685513
-0.48243,-44.214477
-0.4808,-44.19161139
-0.48243,-44.19161139
-0.48243,-44.18398951
-0.4808,-44.17636764
-0.4808,-44.1611239
-0.48405,-44.1611239
-0.48405,-44.16874577
-0.4808,-44.15350203
-0.4808,-44.13063641
-0.48243,-44.14588016
-0.47918,-44.11539267
-0.4808,-44.12301454
-0.4808,-44.1077708
-0.4808,-44.1077708
-0.48243,-44.1077708
-0.48243,-44.1077708
-0.4808,-44.10014893
-0.47756,-44.08490518
-0.48243,-44.06966144
-0.47918,-44.07728331
-0.48568,-44.07728331
-0.48243,-44.06966144
-0.48243,-44.0544177
-0.48243,-44.06203957
-0.4808,-44.06966144
-0.4808,-44.04679583
-0.47918,-44.0544177
-0.48405,-44.03917395
-0.4808,-44.04679583
-0.47918,-44.02393021
-0.4808,-44.03155208
-0.47756,-44.02393021
-0.48243,-44.00868647
-0.4808,-44.00868647
-0.48243,-44.01630834
-0.48243,-44.00868647
-0.47918,-43.99344272
-0.48405,-44.00868647
-0.4808,-43.99344272
-0.47918,-43.97819898
-0.4808,-43.97819898
-0.47918,-43.97819898
-0.48243,-43.97057711
-0.47918,-43.96295524
-0.48405,-43.97057711
-0.48405,-43.95533337
-0.48405,-43.95533337
-0.47918,-43.96295524
-0.48243,-43.96295524
-0.47918,-43.95533337
-0.47918,-43.94008962
-0.4808,-43.93246775
-0.47918,-43.93246775
-0.4808,-43.93246775
-0.48405,-43.93246775
-0.4808,-43.93246775
-0.4808,-43.93246775
-0.4808,-43.91722401
-0.48243,-43.92484588
-0.4808,-43.90960214
-0.48243,-43.92484588
-0.48243,-43.91722401
-0.47918,-43.89435839
-0.48243,-43.90198027
-0.4808,-43.90198027
-0.4808,-43.90198027
-0.48243,-43.90198027
-0.4808,-43.88673652
-0.4808,-43.88673652
-0.48243,-43.87911465
-0.48243,-43.87911465
-0.4808,-43.87911465
-0.4808,-43.87149278
-0.48405,-43.87149278
-0.48243,-43.85624904
-0.4808,-43.86387091
-0.48243,-43.86387091
-0.4808,-43.84862716
-0.48405,-43.85624904
-0.4808,-43.84862716
-0.48243,-43.86387091
-0.47918,-43.84100529
-0.4808,-43.84862716
-0.47918,-43.84862716
-0.47918,-43.83338342
-0.48405,-43.82576155
-0.4808,-43.82576155
-0.4808,-43.83338342
-0.47918,-43.84862716
-0.48243,-43.82576155
-0.4808,-43.82576155
-0.48405,-43.82576155
-0.47918,-43.82576155
-0.4808,-43.81813968
-0.48243,-43.80289593
-0.48405,-43.81051781
-0.4808,-43.80289593
-0.48243,-43.79527406
-0.48243,-43.79527406
-0.4808,-43.80289593
-0.47918,-43.79527406
-0.48405,-43.78765219
-0.4808,-43.79527406
-0.4808,-43.78765219
-0.4808,-43.78003032
-0.4808,-43.78765219
-0.48243,-43.77240845
-0.48243,-43.77240845
-0.4808,-43.78003032
-0.48243,-43.76478658
-0.48243,-43.77240845
-0.48243,-43.77240845
-0.48405,-43.77240845
-0.4808,-43.77240845
-0.48243,-43.76478658
-0.48405,-43.76478658
-0.48405,-43.74954283
-0.48405,-43.75716471
-0.48243,-43.75716471
-0.48243,-43.74954283
-0.47918,-43.74954283
-0.4808,-43.74954283
-0.4808,-43.74192096
-0.47918,-43.74192096
-0.4808,-43.73429909
-0.4808,-43.74192096
-0.4808,-43.74192096
-0.47918,-43.74192096
-0.48243,-43.72667722
-0.47918,-43.73429909
-0.47918,-43.73429909
-0.48405,-43.71905535
-0.4808,-43.72667722
-0.48243,-43.71905535
-0.4808,-43.71143348
-0.47918,-43.71905535
-0.48243,-43.72667722
-0.4808,-43.71905535
-0.48243,-43.73429909
-0.48243,-43.7038116
-0.48243,-43.71143348
-0.4808,-43.71143348
-0.48243,-43.71905535
-0.4808,-43.69618973
-0.4808,-43.69618973
-0.48243,-43.69618973
-0.48243,-43.68856786
-0.48243,-43.7038116
-0.48243,-43.69618973
-0.4808,-43.69618973
-0.48405,-43.69618973
-0.48243,-43.68094599
-0.4808,-43.67332412
-0.4808,-43.68856786
-0.47918,-43.68094599
-0.48243,-43.68856786
-0.47918,-43.66570225
-0.48243,-43.67332412
-0.48243,-43.67332412
-0.4808,-43.66570225
-0.4808,-43.66570225
-0.48243,-43.66570225
-0.48243,-43.65808037
-0.4808,-43.65808037
-0.48243,-43.65808037
-0.48243,-43.65808037
-0.48243,-43.65808037
-0.4808,-43.65808037
-0.4808,-43.67332412
-0.48405,-43.6504585
-0.48243,-43.65808037
-0.48243,-43.6504585
-0.4808,-43.6504585
-0.48243,-43.6504585
-0.4808,-43.65808037
-0.48243,-43.64283663
-0.4808,-43.65808037
-0.48243,-43.63521476
-0.47918,-43.64283663
-0.48405,-43.64283663
-0.48243,-43.64283663
-0.48405,-43.64283663
-0.48243,-43.6504585
-0.4808,-43.63521476
-0.4808,-43.62759289
-0.4808,-43.63521476
-0.4808,-43.63521476
-0.48243,-43.62759289
-0.48405,-43.62759289
-0.48243,-43.63521476
-0.48243,-43.62759289
-0.47918,-43.62759289
-0.48405,-43.61997102
-0.48405,-43.62759289
-0.4808,-43.61234915
-0.4808,-43.61997102
-0.48405,-43.61997102
-0.47593,-43.61234915
-0.47918,-43.61234915
-0.47918,-43.61234915
-0.4808,-43.61234915
-0.48405,-43.60472727
-0.48243,-43.60472727
-0.48243,-43.61234915
-0.48243,-43.60472727
-0.48243,-43.58948353
-0.48243,-43.5971054
-0.48243,-43.5971054
-0.4808,-43.60472727
-0.48243,-43.5971054
-0.47918,-43.58948353
-0.4808,-43.58948353
-0.4808,-43.58948353
-0.47918,-43.58186166
-0.47918,-43.58186166
-0.48405,-43.57423979
-0.48243,-43.56661792
-0.48243,-43.58186166
-0.4808,-43.58186166
-0.48243,-43.57423979
-0.4808,-43.57423979
-0.4808,-43.58186166
-0.47918,-43.56661792
-0.4808,-43.57423979
-0.4808,-43.56661792
-0.48243,-43.57423979
-0.48243,-43.57423979
-0.4808,-43.55899604
-0.48405,-43.55899604
-0.4808,-43.56661792
-0.4808,-43.55899604
-0.4808,-43.55137417
-0.4808,-43.56661792
-0.48405,-43.55899604
-0.4808,-43.55899604
-0.4808,-43.55899604
-0.4808,-43.55137417
-0.4808,-43.5437523
-0.4808,-43.55137417
-0.48405,-43.5437523
-0.47918,-43.55899604
-0.48243,-43.55137417
-0.4808,-43.55137417
-0.4808,-43.5437523
-0.47918,-43.55137417
-0.4808,-43.5437523
-0.4808,-43.5437523
-0.4808,-43.55137417
-0.48243,-43.5437523
-0.4808,-43.52850856
-0.48243,-43.52850856
-0.4808,-43.53613043
-0.4808,-43.5437523
-0.48243,-43.53613043
-0.4808,-43.52088669
-0.4808,-43.53613043
-0.48243,-43.52850856
-0.47918,-43.52850856
-0.4808,-43.53613043
-0.4808,-43.52088669
-0.4808,-43.52088669
-0.48243,-43.53613043
-0.48243,-43.53613043
-0.48243,-43.52088669
-0.48243,-43.52850856
-0.48243,-43.52088669
-0.48243,-43.52850856
-0.48243,-43.51326481
-0.4808,-43.53613043
-0.4808,-43.50564294
-0.48243,-43.51326481
-0.48243,-43.50564294
-0.4808,-43.52088669
-0.4808,-43.50564294
-0.48405,-43.51326481
-0.47918,-43.50564294
-0.47918,-43.50564294
-0.4808,-43.51326481
-0.4808,-43.51326481
-0.48243,-43.51326481
-0.4808,-43.49802107
-0.4808,-43.49802107
-0.48405,-43.50564294
-0.47918,-43.49802107
-0.48405,-43.50564294
-0.48243,-43.50564294
-0.4808,-43.50564294
-0.47918,-43.48277733
-0.48243,-43.49802107
-0.48405,-43.4903992
-0.47918,-43.4903992
-0.4808,-43.48277733
-0.47918,-43.50564294
-0.4808,-43.47515546
-0.4808,-43.4903992
-0.4808,-43.4903992
-0.47918,-43.4903992
-0.4808,-43.47515546
-0.48243,-43.47515546
-0.4808,-43.48277733
-0.4808,-43.47515546
-0.48243,-43.47515546
-0.47918,-43.48277733
-0.4808,-43.47515546
-0.48568,-43.47515546
-0.4808,-43.48277733
-0.4808,-43.48277733
-0.4808,-43.47515546
-0.4808,-43.47515546
-0.4808,-43.46753359
-0.4808,-43.46753359
-0.4808,-43.45991171
-0.48243,-43.45991171
-0.48405,-43.45991171
-0.48243,-43.45991171
-0.4808,-43.45991171
-0.48243,-43.45991171
-0.48243,-43.45991171
-0.48243,-43.46753359
-0.48243,-43.45991171
-0.4808,-43.45228984
-0.47918,-43.45991171
-0.48243,-43.45991171
-0.48243,-43.44466797
-0.47918,-43.45991171
-0.4808,-43.44466797
-0.4808,-43.45228984
-0.47918,-43.44466797
-0.48243,-43.45228984
-0.4808,-43.44466797
-0.4808,-43.45228984
-0.48243,-43.45991171
-0.4808,-43.44466797
-0.48243,-43.42942423
-0.4808,-43.44466797
-0.4808,-43.4370461
-0.4808,-43.44466797
-0.48243,-43.44466797
-0.48243,-43.45228984
-0.47918,-43.44466797
-0.48243,-43.42942423
-0.48405,-43.42942423
-0.4808,-43.42942423
-0.48243,-43.4370461
-0.48243,-43.42942423
-0.47918,-43.4370461
-0.4808,-43.42942423
-0.47918,-43.4370461
-0.48405,-43.42942423
-0.48405,-43.42180236
-0.4808,-43.42180236
-0.4808,-43.42942423
-0.48243,-43.42180236
-0.48243,-43.41418048
-0.4808,-43.42180236
-0.48405,-43.42942423
-0.48243,-43.42942423
-0.48243,-43.42942423
-0.47918,-43.41418048
-0.48243,-43.42180236
-0.4808,-43.42180236
-0.48243,-43.42180236
-0.4808,-43.41418048
-0.4808,-43.41418048
-0.4808,-43.41418048
-0.4808,-43.41418048
-0.48405,-43.41418048
-0.47918,-43.42942423
-0.47918,-43.40655861
-0.47918,-43.42180236
-0.4808,-43.41418048
-0.4808,-43.39893674
-0.48243,-43.40655861
-0.47918,-43.39893674
-0.48243,-43.41418048
-0.48243,-43.40655861
-0.4808,-43.41418048
-0.47918,-43.40655861
-0.47918,-43.39893674
-0.4808,-43.39131487
-0.48243,-43.39893674
-0.4808,-43.39893674
-0.48243,-43.39131487
-0.4808,-43.40655861
-0.48243,-43.37607113
-0.48243,-43.37607113
-0.4808,-43.39131487
-0.4808,-43.39131487
-0.48243,-43.39131487
-0.4808,-43.37607113
-0.48243,-43.37607113
-0.4808,-43.37607113
-0.4808,-43.383693
-0.48243,-43.39131487
-0.47918,-43.36844926
-0.47918,-43.383693
-0.48243,-43.383693
-0.48405,-43.383693
-0.48405,-43.383693
-0.4808,-43.383693
-0.47918,-43.37607113
-0.47918,-43.37607113
-0.48243,-43.383693
-0.48243,-43.36844926
-0.47918,-43.36082738
-0.48243,-43.36082738
-0.4808,-43.36844926
-0.4808,-43.36082738
-0.4808,-43.36844926
-0.4808,-43.36844926
-0.4808,-43.35320551
-0.48243,-43.35320551
-0.48243,-43.35320551
-0.4808,-43.35320551
-0.48243,-43.35320551
-0.47918,-43.35320551
-0.4808,-43.36082738
-0.4808,-43.35320551
-0.48243,-43.36082738
-0.4808,-43.34558364
-0.47918,-43.35320551
-0.48243,-43.35320551
-0.4808,-43.34558364
-0.48243,-43.34558364
-0.4808,-43.34558364
-0.4808,-43.35320551
-0.4808,-43.33796177
-0.4808,-43.35320551
-0.47918,-43.35320551
-0.4808,-43.35320551
-0.48243,-43.34558364
-0.4808,-43.34558364
-0.48243,-43.3303399
-0.47918,-43.34558364
-0.4808,-43.33796177
-0.48405,-43.33796177
-0.48243,-43.34558364
-0.48243,-43.33796177
-0.4808,-43.34558364
-0.4808,-43.33796177
-0.4808,-43.33796177
-0.48243,-43.33796177
-0.48243,-43.32271803
-0.48405,-43.34558364
-0.47918,-43.3303399
-0.48243,-43.31509615
-0.4808,-43.32271803
-0.4808,-43.31509615
-0.4808,-43.33796177
-0.47918,-43.32271803
-0.47918,-43.32271803
-0.48243,-43.3303399
-0.47918,-43.32271803
-0.48243,-43.32271803
-0.48243,-43.3303399
-0.48405,-43.30747428
-0.48243,-43.32271803
-0.4808,-43.32271803
-0.4808,-43.3303399
-0.4808,-43.32271803
-0.48243,-43.32271803
-0.48405,-43.30747428
-0.48405,-43.30747428
-0.4808,-43.32271803
-0.48243,-43.32271803
-0.48405,-43.31509615
-0.4808,-43.30747428
-0.48243,-43.32271803
-0.48405,-43.31509615
-0.4808,-43.31509615
-0.48243,-43.29985241
-0.47918,-43.30747428
-0.47918,-43.30747428
-0.47918,-43.31509615
-0.48243,-43.31509615
-0.4808,-43.29223054
-0.4808,-43.29985241
-0.4808,-43.31509615
-0.4808,-43.30747428
-0.48243,-43.30747428
-0.48405,-43.29223054
-0.4808,-43.29985241
-0.4808,-43.29985241
-0.4808,-43.29223054
-0.47918,-43.29223054
-0.47918,-43.29223054
-0.47918,-43.29985241
-0.48243,-43.29985241
-0.47918,-43.29985241
-0.47918,-43.29223054
-0.48243,-43.29223054
-0.4808,-43.29985241
-0.4808,-43.29985241
-0.47918,-43.29985241
-0.4808,-43.31509615
-0.4808,-43.29223054
-0.47918,-43.29223054
-0.48243,-43.29985241
-0.48243,-43.29223054
-0.4808,-43.29223054
-0.48243,-43.30747428
-0.48243,-43.29985241
-0.48243,-43.29223054
-0.4808,-43.29223054
-0.4808,-43.29223054
-0.48243,-43.29223054
-0.48243,-43.28460867
-0.4808,-43.2769868
-0.4808,-43.29223054
-0.4808,-43.29223054
-0.48405,-43.29223054
-0.48243,-43.28460867
-0.48243,-43.28460867
-0.4808,-43.28460867
-0.48243,-43.2769868
-0.47918,-43.2769868
-0.48405,-43.29223054
-0.4808,-43.2769868
-0.48243,-43.29223054
-0.4808,-43.2769868
-0.4808,-43.2769868
-0.4808,-43.2769868
-0.48243,-43.2769868
-0.47918,-43.2769868
-0.4808,-43.26936492
-0.48243,-43.26936492
-0.48405,-43.26936492
-0.47918,-43.2769868
-0.48243,-43.2769868
-0.47918,-43.26936492
-0.48243,-43.26174305
-0.4808,-43.26174305
-0.4808,-43.25412118
-0.4808,-43.26936492
-0.48243,-43.2769868
-0.4808,-43.2769868
-0.4808,-43.26936492
-0.48243,-43.26936492
-0.4808,-43.26174305
-0.48405,-43.26174305
-0.48243,-43.25412118
-0.4808,-43.2769868
-0.4808,-43.24649931
-0.47918,-43.26174305
-0.4808,-43.26174305
-0.48243,-43.25412118
-0.4808,-43.24649931
-0.4808,-43.26936492
-0.4808,-43.26174305
-0.4808,-43.26936492
-0.4808,-43.26174305
-0.4808,-43.26936492
-0.48243,-43.23887744
-0.48405,-43.26936492
-0.47756,-43.24649931
-0.4808,-43.24649931
-0.48405,-43.24649931
-0.47918,-43.25412118
-0.48405,-43.24649931
-0.48405,-43.25412118
-0.47918,-43.24649931
-0.4808,-43.25412118
-0.47918,-43.24649931
-0.4808,-43.24649931
-0.48243,-43.24649931
-0.4808,-43.25412118
-0.48405,-43.23887744
-0.48243,-43.24649931
-0.48405,-43.23887744
-0.48243,-43.23887744
-0.48405,-43.24649931
-0.48405,-43.23887744
-0.48243,-43.23887744
-0.48405,-43.24649931
-0.4808,-43.24649931
-0.48243,-43.23887744
-0.47918,-43.23887744
-0.47918,-43.24649931
-0.4808,-43.23887744
-0.4808,-43.23887744
-0.48243,-43.23125557
-0.48243,-43.23887744
-0.48243,-43.23887744
-0.48405,-43.23887744
-0.4808,-43.23887744
-0.47918,-43.23125557
-0.4808,-43.23887744
-0.47918,-43.23125557
-0.4808,-43.23887744
-0.4808,-43.23887744
-0.48405,-43.2236337
-0.4808,-43.23125557
-0.47918,-43.23887744
-0.48405,-43.24649931
-0.4808,-43.23125557
-0.48405,-43.23125557
-0.48243,-43.23125557
-0.48243,-43.21601182
-0.4808,-43.23125557
-0.4808,-43.23125557
-0.4808,-43.21601182
-0.4808,-43.2236337
-0.4808,-43.2236337
-0.48243,-43.2236337
-0.48243,-43.2236337
-0.48243,-43.21601182
-0.4808,-43.21601182
-0.48243,-43.23125557
-0.4808,-43.21601182
-0.48243,-43.21601182
-0.48243,-43.2236337
-0.4808,-43.21601182
-0.4808,-43.2236337
-0.4808,-43.21601182
-0.48243,-43.21601182
-0.48243,-43.2236337
-0.4808,-43.2236337
-0.48243,-43.23125557
-0.4808,-43.21601182
-0.4808,-43.21601182
-0.4808,-43.2236337
-0.4808,-43.2236337
-0.4808,-43.20076808
-0.4808,-43.21601182
-0.4808,-43.20838995
-0.4808,-43.21601182
-0.4808,-43.20838995
-0.47918,-43.20838995
-0.48243,-43.20838995
-0.4808,-43.20838995
-0.4808,-43.2236337
-0.48405,-43.21601182
-0.4808,-43.21601182
-0.48243,-43.20076808
-0.48243,-43.19314621
-0.4808,-43.20838995
-0.48243,-43.21601182
-0.4808,-43.20076808
-0.47918,-43.20838995
-0.47918,-43.19314621
-0.4808,-43.20076808
-0.4808,-43.20838995
-0.48243,-43.20076808
-0.47918,-43.20076808
-0.4808,-43.20838995
-0.4808,-43.19314621
-0.4808,-43.19314621
-0.4808,-43.20838995
-0.4808,-43.19314621
-0.48243,-43.20076808
-0.4808,-43.20076808
-0.4808,-43.20076808
-0.47918,-43.20076808
-0.48243,-43.18552434
-0.48243,-43.19314621
-0.48243,-43.20076808
-0.47918,-43.19314621
-0.48243,-43.19314621
-0.47918,-43.20076808
-0.4808,-43.19314621
-0.48243,-43.18552434
-0.48405,-43.19314621
-0.48243,-43.18552434
-0.48243,-43.18552434
-0.4808,-43.18552434
-0.4808,-43.18552434
-0.4808,-43.17790247
-0.48243,-43.20076808
-0.48243,-43.18552434
-0.4808,-43.17790247
-0.4808,-43.17790247
-0.48243,-43.17790247
-0.4808,-43.17790247
-0.4808,-43.17028059
-0.4808,-43.17028059
-0.4808,-43.17790247
-0.47918,-43.18552434
-0.4808,-43.17028059
-0.48243,-43.17790247
-0.4808,-43.17028059
-0.4808,-43.17028059
-0.4808,-43.17028059
-0.47918,-43.17028059
-0.4808,-43.17028059
-0.4808,-43.17028059
-0.4808,-43.16265872
-0.48243,-43.17790247
-0.48405,-43.16265872
-0.47918,-43.16265872
-0.4808,-43.17028059
-0.4808,-43.17028059
-0.4808,-43.16265872
-0.4808,-43.16265872
-0.4808,-43.16265872
-0.4808,-43.17028059
-0.48243,-43.15503685
-0.4808,-43.15503685
-0.4808,-43.16265872
-0.4808,-43.16265872
-0.4808,-43.16265872
-0.47918,-43.15503685
-0.4808,-43.17028059
-0.47918,-43.15503685
-0.4808,-43.17028059
-0.47918,-43.15503685
-0.4808,-43.15503685
-0.4808,-43.16265872
-0.4808,-43.17028059
-0.47918,-43.15503685
-0.47918,-43.14741498
-0.4808,-43.15503685
-0.48405,-43.13979311
-0.4808,-43.16265872
-0.4808,-43.15503685
-0.4808,-43.14741498
-0.4808,-43.14741498
-0.47918,-43.16265872
-0.47918,-43.14741498
-0.47918,-43.15503685
-0.4808,-43.13979311
-0.4808,-43.15503685
-0.47756,-43.13979311
-0.4808,-43.14741498
-0.4808,-43.14741498
-0.47918,-43.16265872
-0.47918,-43.14741498
-0.47918,-43.14741498
-0.4808,-43.14741498
-0.4808,-43.15503685
-0.48243,-43.15503685
-0.4808,-43.14741498
-0.4808,-43.16265872
-0.4808,-43.14741498
-0.4808,-43.15503685
-0.48243,-43.13979311
-0.4808,-43.14741498
-0.47918,-43.15503685
-0.48243,-43.14741498
-0.4808,-43.15503685
-0.4808,-43.14741498
-0.4808,-43.15503685
-0.48243,-43.13979311
-0.4808,-43.14741498
-0.48243,-43.16265872
-0.48405,-43.13979311
-0.48243,-43.14741498
-0.48243,-43.14741498
-0.4808,-43.14741498
-0.4808,-43.16265872
-0.48243,-43.13217124
-0.48405,-43.12454936
-0.4808,-43.13979311
-0.47918,-43.15503685
-0.4808,-43.13979311
-0.48243,-43.13979311
-0.4808,-43.14741498
-0.48243,-43.13979311
-0.48243,-43.13979311
-0.48243,-43.13979311
-0.47918,-43.13979311
-0.4808,-43.12454936
-0.4808,-43.13979311
-0.48243,-43.13979311
-0.47918,-43.2769868
-0.47918,-43.06357439
-0.48243,-42.37760595
-0.47431,-41.56968756
-0.46618,-40.73128169
-0.45481,-39.70232903
-0.44344,-38.52856081
-0.4337,-37.270952
-0.41745,-36.29535243
-0.41258,-35.25115603
-0.39796,-34.26031272
-0.38659,-33.17038509
-0.3736,-31.95088564
-0.35898,-30.5941925
-0.34111,-29.19176813
-0.32487,-27.72836879
-0.30538,-26.07442265
-0.28913,-24.57291395
-0.27289,-23.09427087
-0.25665,-21.6918465
-0.24365,-20.44185956
-0.23066,-19.39766316
-0.22091,-18.27724803
-0.20792,-17.05012671
-0.1933,-15.6858117
-0.17218,-13.74223445
-0.16243,-12.62181933
-0.14781,-11.41756362
-0.13644,-9.96178615
-0.1202,-8.02583077
-0.10233,-6.03652229
-0.08122,-3.98623883
-0.06497,-1.98168661
-0.04386,-0.18292492
-0.03411,1.24998694
-0.01624,3.1097236
-0.00162,4.90848529
0.01299,6.57767517
0.02761,8.1249151
0.04223,9.55782695
0.05523,10.99073881
0.07147,12.33981008
0.08609,13.7269907
0.09746,15.09130572
0.11208,16.50897383
0.12832,17.84280135
0.14457,19.23760385
0.16243,20.67051571
0.17868,22.05769633
0.19492,23.46774258
0.21116,24.87778882
0.23066,26.26496944
0.25015,27.66739381
0.26639,29.0926838
0.28263,30.49510817
0.29725,31.81369195
0.3135,32.9798383
0.32974,34.13836278
0.34761,35.31975287
0.35898,36.50876484
0.37685,37.75875178
0.39147,38.9858731
0.40933,40.28921314
0.42395,41.62304066
0.43857,42.88827135
0.45481,44.10014893
0.47431,45.41873271
0.4938,46.56963532
0.50679,47.51474739
0.52304,48.39888449
0.53766,49.27539972
0.55065,49.96899004
0.55877,50.51776479
0.57177,51.11227077
0.57989,51.38665815
0.58639,51.91256729
0.59451,52.30890461
0.59938,52.72048568
0.6075,53.10157925
0.61725,53.62748839
0.62375,54.04669133
0.63187,54.32870058
0.64161,54.69455041
0.64649,54.99942528
0.65298,55.45673757
0.66111,55.89118425
0.66923,56.36374029
0.67735,56.61526205
0.67735,56.92775878
0.68872,57.01922124
0.69359,57.24787739
0.69359,57.25549926
0.69522,57.30123049
0.69684,57.54513038
0.70334,57.75092091
0.70821,57.99482081
0.70984,58.13963637
0.71146,58.41402374
0.71633,58.4521331
0.72121,58.59694866
0.72608,58.94755475
0.72608,58.97804224
0.72608,59.03901721
0.73095,59.15334528
0.73582,59.16096716
0.73745,59.37437956
0.73745,59.42773266
0.74232,59.35913582
0.7407,59.32102646
0.73907,59.26767336
0.7407,59.229564
0.7407,59.19145464
0.7407,59.14572341
0.73907,59.11523593
0.7407,59.07712657
0.73907,59.05426095
0.73907,59.02377347
0.73745,59.00090785
0.7407,58.97042037
0.7407,58.95517662
0.74232,58.92468914
0.73907,58.89420165
0.73907,58.87895791
0.73745,58.85609229
0.7407,58.83322668
0.7407,58.80273919
0.7407,58.77987358
0.7407,58.76462983
0.7407,58.73414235
0.73745,58.71127673
0.73907,58.68841112
0.73907,58.67316738
0.7407,58.65030176
0.73907,58.62743615
0.7407,58.6121924
0.73745,58.6121924
0.73907,58.59694866
0.7407,58.58932679
0.7407,58.58170492
0.73745,58.56646117
0.73745,58.57408304
0.74232,58.53597369
0.7407,58.52835182
0.73907,58.52835182
0.7407,58.51310807
0.7407,58.5054862
0.73907,58.49786433
0.73907,58.48262059
0.7407,58.49024246
0.7407,58.46737684
0.7407,58.45975497
0.73907,58.4521331
0.73907,58.43688936
0.7407,58.42164561
0.7407,58.42164561
0.73907,58.41402374
0.73907,58.42164561
0.7407,58.40640187
0.7407,58.39878
0.7407,58.37591438
0.73907,58.37591438
0.7407,58.36829251
0.73907,58.36067064
0.74395,58.35304877
0.7407,58.3454269
0.73907,58.3454269
0.7407,58.32256128
0.74232,58.32256128
0.7407,58.32256128
0.73745,58.30731754
0.73907,58.30731754
0.7407,58.29969567
0.73907,58.30731754
0.7407,58.27683005
0.73907,58.27683005
0.74232,58.28445192
0.7407,58.26920818
0.73907,58.25396444
0.7407,58.26920818
0.7407,58.25396444
0.7407,58.25396444
0.7407,58.26158631
0.73907,58.24634257
